"","STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS","DATA"
"16310","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-13",NA,89,66,78,1996-08-13
"16311","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-14",NA,78,60,66,1996-08-14
"16312","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-15",NA,82,54,63,1996-08-15
"16313","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-16",NA,81,56,71,1996-08-16
"16314","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-17",NA,83,59,73,1996-08-17
"16315","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-18",NA,81,58,72,1996-08-18
"16316","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-19",NA,77,65,72,1996-08-19
"16317","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-20",NA,79,54,67,1996-08-20
"16318","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-21",NA,87,62,80,1996-08-21
"16319","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-22",NA,81,63,78,1996-08-22
"16320","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-23",NA,82,55,77,1996-08-23
"16321","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-24",NA,83,62,74,1996-08-24
"16322","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-25",NA,83,63,70,1996-08-25
"16323","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-26",NA,79,56,67,1996-08-26
"16324","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-27",NA,80,51,67,1996-08-27
"16325","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-28",NA,82,52,73,1996-08-28
"16326","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-29",NA,84,56,73,1996-08-29
"16327","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-30",NA,83,57,75,1996-08-30
"16328","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-08-31",NA,85,63,75,1996-08-31
"16329","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-01",NA,84,62,74,1996-09-01
"16330","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-02",NA,78,66,73,1996-09-02
"16331","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-03",NA,85,60,75,1996-09-03
"16332","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-04",NA,88,62,77,1996-09-04
"16333","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-05",NA,87,69,77,1996-09-05
"16334","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-06",NA,86,65,73,1996-09-06
"16335","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-07",NA,73,62,62,1996-09-07
"16336","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-08",NA,76,54,63,1996-09-08
"16337","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-09",NA,82,52,74,1996-09-09
"16338","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-10",NA,84,62,67,1996-09-10
"16339","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-11",NA,68,49,58,1996-09-11
"16340","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-12",NA,68,52,59,1996-09-12
"16341","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-13",NA,67,40,55,1996-09-13
"16342","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-14",NA,70,38,68,1996-09-14
"16343","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-15",NA,71,47,65,1996-09-15
"16344","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-16",NA,71,52,59,1996-09-16
"16345","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-17",NA,67,47,61,1996-09-17
"16346","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-18",NA,73,44,63,1996-09-18
"16347","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-19",NA,73,45,66,1996-09-19
"16348","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-20",NA,66,52,57,1996-09-20
"16349","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-21",NA,61,53,57,1996-09-21
"16350","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-22",NA,68,47,61,1996-09-22
"16351","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-23",NA,65,50,61,1996-09-23
"16352","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-24",NA,67,42,60,1996-09-24
"16353","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-25",NA,64,50,59,1996-09-25
"16354","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-26",NA,59,48,51,1996-09-26
"16355","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-27",NA,52,46,49,1996-09-27
"16356","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-28",NA,63,43,49,1996-09-28
"16357","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-29",NA,56,39,50,1996-09-29
"16358","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-09-30",NA,68,44,60,1996-09-30
"16359","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-01",NA,80,55,75,1996-10-01
"16360","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-02",NA,75,37,41,1996-10-02
"16361","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-03",NA,55,28,45,1996-10-03
"16362","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-04",NA,59,37,54,1996-10-04
"16363","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-05",NA,78,51,73,1996-10-05
"16364","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-06",NA,73,51,51,1996-10-06
"16365","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-07",NA,59,35,46,1996-10-07
"16366","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-08",NA,61,34,52,1996-10-08
"16367","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-09",NA,55,42,45,1996-10-09
"16368","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-10",NA,55,28,44,1996-10-10
"16369","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-11",NA,68,40,61,1996-10-11
"16370","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-12",NA,79,45,68,1996-10-12
"16371","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-13",NA,72,52,57,1996-10-13
"16372","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-14",NA,69,46,61,1996-10-14
"16373","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-15",NA,71,49,60,1996-10-15
"16374","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-16",NA,69,44,59,1996-10-16
"16375","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-17",NA,59,37,40,1996-10-17
"16376","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-18",NA,50,34,38,1996-10-18
"16377","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-19",NA,64,33,53,1996-10-19
"16378","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-20",NA,55,45,55,1996-10-20
"16379","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-21",NA,55,39,40,1996-10-21
"16380","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-22",NA,40,36,39,1996-10-22
"16381","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-23",NA,53,36,42,1996-10-23
"16382","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-24",NA,42,36,38,1996-10-24
"16383","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-25",NA,58,36,54,1996-10-25
"16384","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-26",NA,61,51,60,1996-10-26
"16385","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-27",NA,63,40,40,1996-10-27
"16386","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-28",NA,56,31,46,1996-10-28
"16387","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-29",NA,46,39,45,1996-10-29
"16388","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-30",NA,45,18,23,1996-10-30
"16389","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-10-31",NA,30,14,24,1996-10-31
"16390","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-01",NA,25,17,20,1996-11-01
"16391","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-02",NA,36,17,30,1996-11-02
"16392","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-03",NA,58,28,36,1996-11-03
"16393","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-04",NA,46,28,44,1996-11-04
"16394","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-05",NA,44,40,43,1996-11-05
"16395","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-06",NA,43,36,36,1996-11-06
"16396","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-07",NA,50,28,37,1996-11-07
"16397","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-08",NA,39,31,34,1996-11-08
"16398","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-09",NA,34,24,24,1996-11-09
"16399","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-10",NA,25,20,23,1996-11-10
"16400","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-11",NA,26,16,19,1996-11-11
"16401","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-12",NA,24,8,17,1996-11-12
"16402","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-13",NA,28,7,15,1996-11-13
"16403","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-14",NA,29,9,25,1996-11-14
"16404","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-15",NA,33,23,33,1996-11-15
"16405","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-16",NA,46,32,46,1996-11-16
"16406","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-17",NA,47,17,17,1996-11-17
"16407","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-18",NA,24,9,14,1996-11-18
"16408","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-19",NA,24,11,23,1996-11-19
"16409","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-20",NA,23,20,23,1996-11-20
"16410","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-21",NA,25,8,10,1996-11-21
"16411","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-22",NA,17,3,17,1996-11-22
"16412","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-23",NA,18,15,15,1996-11-23
"16413","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-24",NA,19,6,6,1996-11-24
"16414","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-25",NA,12,-2,3,1996-11-25
"16415","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-26",NA,13,-4,2,1996-11-26
"16416","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-27",NA,20,0,18,1996-11-27
"16417","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-28",NA,30,13,20,1996-11-28
"16418","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-29",NA,35,12,33,1996-11-29
"16419","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-11-30",NA,33,19,19,1996-11-30
"16420","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-01",NA,20,11,11,1996-12-01
"16421","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-02",NA,19,3,11,1996-12-02
"16422","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-03",NA,20,5,6,1996-12-03
"16423","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-04",NA,26,3,24,1996-12-04
"16424","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-05",NA,29,22,26,1996-12-05
"16425","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-06",NA,30,22,22,1996-12-06
"16426","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-07",NA,26,18,25,1996-12-07
"16427","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-08",NA,26,19,21,1996-12-08
"16428","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-09",NA,27,18,26,1996-12-09
"16429","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-10",NA,29,21,29,1996-12-10
"16430","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-11",NA,32,27,32,1996-12-11
"16431","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-12",NA,36,26,26,1996-12-12
"16432","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-13",NA,31,12,17,1996-12-13
"16433","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-14",NA,23,6,21,1996-12-14
"16434","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-15",NA,24,5,5,1996-12-15
"16435","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-16",NA,29,3,11,1996-12-16
"16436","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-17",NA,11,1,10,1996-12-17
"16437","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-18",NA,10,1,4,1996-12-18
"16438","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-19",NA,4,-9,-9,1996-12-19
"16439","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-20",NA,15,-17,15,1996-12-20
"16440","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-21",NA,24,6,6,1996-12-21
"16441","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-22",NA,8,-1,8,1996-12-22
"16442","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-23",NA,12,4,4,1996-12-23
"16443","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-24",NA,4,-15,-13,1996-12-24
"16444","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-25",NA,-9,-22,-19,1996-12-25
"16445","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-26",NA,1,-21,-11,1996-12-26
"16446","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-27",NA,9,-14,4,1996-12-27
"16447","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-28",NA,13,3,5,1996-12-28
"16448","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-29",NA,5,-1,2,1996-12-29
"16449","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-30",NA,12,1,11,1996-12-30
"16450","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1996-12-31",NA,21,7,21,1996-12-31
"16451","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-01",NA,29,20,25,1997-01-01
"16452","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-02",NA,46,23,36,1997-01-02
"16453","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-03",NA,36,28,31,1997-01-03
"16454","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-04",NA,34,19,19,1997-01-04
"16455","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-05",NA,19,4,4,1997-01-05
"16456","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-06",NA,8,-8,-6,1997-01-06
"16457","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-07",NA,6,-20,6,1997-01-07
"16458","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-08",NA,26,5,19,1997-01-08
"16459","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-09",NA,24,7,7,1997-01-09
"16460","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-10",NA,7,-7,-7,1997-01-10
"16461","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-11",NA,-5,-14,-13,1997-01-11
"16462","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-12",NA,1,-14,1,1997-01-12
"16463","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-13",NA,7,-8,-5,1997-01-13
"16464","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-14",NA,11,-15,11,1997-01-14
"16465","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-15",NA,19,2,2,1997-01-15
"16466","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-16",NA,2,-11,-11,1997-01-16
"16467","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-17",NA,-2,-18,-10,1997-01-17
"16468","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-18",NA,9,-13,9,1997-01-18
"16469","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-19",NA,33,8,29,1997-01-19
"16470","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-20",NA,33,18,24,1997-01-20
"16471","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-21",NA,37,22,35,1997-01-21
"16472","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-22",NA,35,9,9,1997-01-22
"16473","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-23",NA,14,-10,14,1997-01-23
"16474","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-24",NA,19,0,0,1997-01-24
"16475","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-25",NA,0,-16,-16,1997-01-25
"16476","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-26",NA,-2,-22,-4,1997-01-26
"16477","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-27",NA,-1,-17,-17,1997-01-27
"16478","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-28",NA,1,-19,-3,1997-01-28
"16479","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-29",NA,9,-8,-8,1997-01-29
"16480","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-30",NA,21,-8,20,1997-01-30
"16481","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-01-31",NA,39,18,18,1997-01-31
"16482","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-01",NA,36,17,28,1997-02-01
"16483","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-02",NA,30,18,19,1997-02-02
"16484","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-03",NA,27,2,24,1997-02-03
"16485","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-04",NA,31,20,28,1997-02-04
"16486","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-05",NA,29,20,22,1997-02-05
"16487","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-06",NA,30,14,20,1997-02-06
"16488","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-07",NA,27,12,12,1997-02-07
"16489","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-08",NA,24,-4,10,1997-02-08
"16490","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-09",NA,24,3,19,1997-02-09
"16491","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-10",NA,24,16,16,1997-02-10
"16492","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-11",NA,17,-3,11,1997-02-11
"16493","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-12",NA,14,-9,-1,1997-02-12
"16494","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-13",NA,22,-1,20,1997-02-13
"16495","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-14",NA,24,9,9,1997-02-14
"16496","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-15",NA,19,-10,13,1997-02-15
"16497","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-16",NA,14,-7,12,1997-02-16
"16498","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-17",NA,42,12,33,1997-02-17
"16499","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-18",NA,47,31,33,1997-02-18
"16500","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-19",NA,33,8,22,1997-02-19
"16501","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-20",NA,47,22,36,1997-02-20
"16502","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-21",NA,36,18,18,1997-02-21
"16503","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-22",NA,29,10,18,1997-02-22
"16504","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-23",NA,18,-2,5,1997-02-23
"16505","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-24",NA,14,-4,0,1997-02-24
"16506","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-25",NA,38,-1,31,1997-02-25
"16507","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-26",NA,32,23,25,1997-02-26
"16508","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-27",NA,34,22,23,1997-02-27
"16509","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-02-28",NA,33,22,33,1997-02-28
"16510","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-01",NA,34,21,21,1997-03-01
"16511","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-02",NA,31,6,22,1997-03-02
"16512","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-03",NA,34,20,30,1997-03-03
"16513","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-04",NA,35,19,19,1997-03-04
"16514","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-05",NA,24,-4,10,1997-03-05
"16515","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-06",NA,18,0,10,1997-03-06
"16516","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-07",NA,30,0,15,1997-03-07
"16517","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-08",NA,36,0,35,1997-03-08
"16518","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-09",NA,38,29,30,1997-03-09
"16519","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-10",NA,46,27,34,1997-03-10
"16520","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-11",NA,36,20,30,1997-03-11
"16521","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-12",NA,31,23,27,1997-03-12
"16522","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-13",NA,27,18,18,1997-03-13
"16523","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-14",NA,19,4,4,1997-03-14
"16524","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-15",NA,14,-9,5,1997-03-15
"16525","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-16",NA,38,-8,35,1997-03-16
"16526","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-17",NA,36,19,31,1997-03-17
"16527","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-18",NA,40,26,31,1997-03-18
"16528","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-19",NA,43,20,36,1997-03-19
"16529","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-20",NA,45,25,36,1997-03-20
"16530","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-21",NA,42,34,34,1997-03-21
"16531","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-22",NA,41,26,34,1997-03-22
"16532","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-23",NA,37,21,30,1997-03-23
"16533","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-24",NA,32,25,30,1997-03-24
"16534","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-25",NA,37,27,27,1997-03-25
"16535","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-26",NA,49,22,43,1997-03-26
"16536","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-27",NA,58,30,47,1997-03-27
"16537","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-28",NA,49,36,40,1997-03-28
"16538","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-29",NA,51,36,41,1997-03-29
"16539","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-30",NA,41,28,30,1997-03-30
"16540","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-03-31",NA,51,23,45,1997-03-31
"16541","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-01",NA,64,40,56,1997-04-01
"16542","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-02",NA,57,37,37,1997-04-02
"16543","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-03",NA,58,31,50,1997-04-03
"16544","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-04",NA,61,49,50,1997-04-04
"16545","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-05",NA,53,47,53,1997-04-05
"16546","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-06",NA,53,11,15,1997-04-06
"16547","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-07",NA,21,9,17,1997-04-07
"16548","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-08",NA,29,6,23,1997-04-08
"16549","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-09",NA,36,13,32,1997-04-09
"16550","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-10",NA,32,24,27,1997-04-10
"16551","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-11",NA,40,19,39,1997-04-11
"16552","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-12",NA,46,27,45,1997-04-12
"16553","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-13",NA,51,27,48,1997-04-13
"16554","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-14",NA,56,29,53,1997-04-14
"16555","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-15",NA,53,37,37,1997-04-15
"16556","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-16",NA,46,23,45,1997-04-16
"16557","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1997-04-17",NA,55,22,54,1997-04-17
